1.000000000000000000e+00,1.469999999999999953e-03
9.990133642141357795e-01,1.686493548929604742e-03
9.960573506572389935e-01,2.333626343485051702e-03
9.911436253643444161e-01,3.404372794392041858e-03
9.842915805643155380e-01,4.887083452175747765e-03
9.755282581475768211e-01,6.765574717589822526e-03
9.648882429441256736e-01,9.019254259954340158e-03
9.524135262330097884e-01,1.162328196926108378e-02
9.381533400219317365e-01,1.454876622080641599e-02
9.221639627510075377e-01,1.776299518565652158e-02
9.045084971874737256e-01,2.122970287615606397e-02
8.852566213878945156e-01,2.490936957248051503e-02
8.644843137107057762e-01,2.875955623279549678e-02
8.422735529643443630e-01,3.273527244425495503e-02
8.187119948743448727e-01,3.678937742225067697e-02
7.938926261462364575e-01,4.087301350750127682e-02
7.679133974894982728e-01,4.493607153959191386e-02
7.408768370508576062e-01,4.892768739482199203e-02
7.128896457825363298e-01,5.279676885671795439e-02
6.840622763423389596e-01,5.649255182766907413e-02
6.545084971874737256e-01,5.996518467490730142e-02
6.243449435824273142e-01,6.316633921452076417e-02
5.936906572928623005e-01,6.604984644951739092e-02
5.626666167821521292e-01,6.857269599476423227e-02
5.313952597646566245e-01,7.082003604551684317e-02
4.999999999999999445e-01,7.285972051100932101e-02
4.686047402353433200e-01,7.466039818993491783e-02
4.373333832178478153e-01,7.619051719388190980e-02
4.063093427071375885e-01,7.741835743409783421e-02
3.756550564175725748e-01,7.831202997498237783e-02
3.454915028125262189e-01,7.883942991634716735e-02
3.159377236576610404e-01,7.896812324845026154e-02
2.871103542174636702e-01,7.866513821940268603e-02
2.591231629491422828e-01,7.789661551765036940e-02
2.320866025105015606e-01,7.663065070719789207e-02
2.061073738537634870e-01,7.488503488983706824e-02
1.812880051256551273e-01,7.265132653757108705e-02
1.577264470356556370e-01,6.990474576688962549e-02
1.355156862892941683e-01,6.661968923760412664e-02
1.147433786121053179e-01,6.276866661125678204e-02
9.549150281252632988e-02,5.832044865087140234e-02
7.783603724899246235e-02,5.323671311414762686e-02
6.184665997806820803e-02,4.746559458553366306e-02
4.758647376699021159e-02,4.116127404414648971e-02
3.511175705587427087e-02,3.491951819573822086e-02
2.447174185242317890e-02,2.878512287801304054e-02
1.570841943568446197e-02,2.276653111133968010e-02
8.856374635655639427e-03,1.687165023869603708e-02
3.942649342761062048e-03,1.110783635638658458e-02
9.866357858642205159e-04,5.481880982467438740e-03
0.000000000000000000e+00,0.000000000000000000e+00
9.866357858642205159e-04,-5.431332018933881026e-03
3.942649342761062048e-03,-1.036429320972121967e-02
8.856374635655639427e-03,-1.479620441460922226e-02
1.570841943568446197e-02,-1.872633073745864907e-02
2.447174185242317890e-02,-2.215586790805935263e-02
3.511175705587427087e-02,-2.508792107618516842e-02
4.758647376699021159e-02,-2.752747613534847759e-02
6.184665997806820803e-02,-2.957109094243440262e-02
7.783603724899246235e-02,-3.152113756245641940e-02
9.549150281252632988e-02,-3.340354157736738494e-02
1.147433786121053179e-01,-3.521971319955984059e-02
1.355156862892941683e-01,-3.697055386891139744e-02
1.577264470356556370e-01,-3.865671962425772101e-02
1.812880051256551273e-01,-4.027876605382551406e-02
2.061073738537634870e-01,-4.183723123121258630e-02
2.320866025105015606e-01,-4.315166418416831878e-02
2.591231629491422828e-01,-4.391471637065799682e-02
2.871103542174636702e-01,-4.419697054499753530e-02
3.159377236576610404e-01,-4.405989001009991135e-02
3.454915028125262189e-01,-4.355291608554852367e-02
3.756550564175725748e-01,-4.271787088987642755e-02
4.063093427071375885e-01,-4.159154266882163914e-02
4.373333832178478153e-01,-4.020727175837557343e-02
4.686047402353433200e-01,-3.859595410648145736e-02
4.999999999999999445e-01,-3.678668893928438433e-02
5.313952597646566245e-01,-3.481592545754343127e-02
5.626666167821521292e-01,-3.278984352322729390e-02
5.936906572928623005e-01,-3.074247892903709395e-02
6.243449435824273142e-01,-2.868582746841721182e-02
6.545084971874737256e-01,-2.663177980347244955e-02
6.840622763423389596e-01,-2.459206990360986861e-02
7.128896457825363298e-01,-2.257822440831471281e-02
7.408768370508576062e-01,-2.060151308555988395e-02
7.679133974894982728e-01,-1.867290056021619210e-02
7.938926261462364575e-01,-1.680299948715326813e-02
8.187119948743448727e-01,-1.500202534200582340e-02
8.422735529643443630e-01,-1.327975299920885338e-02
8.644843137107057762e-01,-1.164547526210075318e-02
8.852566213878945156e-01,-1.010796350392420551e-02
9.045084971874737256e-01,-8.675430571515426598e-03
9.221639627510075377e-01,-7.355496095539563670e-03
9.381533400219317365e-01,-6.155154342372405954e-03
9.524135262330097884e-01,-5.080744733267011232e-03
9.648882429441256736e-01,-4.137925146330881203e-03
9.755282581475768211e-01,-3.331648106160821007e-03
9.842915805643155380e-01,-2.666139954811298264e-03
9.911436253643444161e-01,-2.144883086153494701e-03
9.960573506572389935e-01,-1.770601313685623386e-03
9.990133642141357795e-01,-1.545248429558737039e-03
1.000000000000000000e+00,-1.469999999999999953e-03
