1.000000000000000000e+00,1.469999999999999953e-03
9.990133642141357795e-01,1.603195813070938235e-03
9.960573506572389935e-01,2.001639857000095824e-03
9.911436253643444161e-01,2.661910057586998942e-03
9.842915805643155380e-01,3.578329983450641988e-03
9.755282581475768211e-01,4.743009338461952329e-03
9.648882429441256736e-01,6.145900559514937134e-03
9.524135262330097884e-01,7.774871428979801373e-03
9.381533400219317365e-01,9.615793586494834552e-03
9.221639627510075377e-01,1.165264680085309999e-02
9.045084971874737256e-01,1.386763883950808615e-02
8.852566213878945156e-01,1.624134075049729620e-02
8.644843137107057762e-01,1.875283734891283749e-02
8.422735529643443630e-01,2.137989267676910360e-02
8.187119948743448727e-01,2.409913018016328345e-02
7.938926261462364575e-01,2.688622731958195677e-02
7.679133974894982728e-01,2.971612429592992641e-02
7.408768370508576062e-01,3.256324653364740807e-02
7.128896457825363298e-01,3.540174050943540457e-02
6.840622763423389596e-01,3.820572244581411925e-02
6.545084971874737256e-01,4.094953929683441823e-02
6.243449435824273142e-01,4.360804133092703594e-02
5.936906572928623005e-01,4.615686545322352646e-02
5.626666167821521292e-01,4.857273337722093492e-02
5.313952597646566245e-01,5.083422718193091050e-02
4.999999999999999445e-01,5.291550002495258587e-02
4.686047402353433200e-01,5.478798246144657436e-02
4.373333832178478153e-01,5.642292973129129502e-02
4.063093427071375885e-01,5.779145480278811975e-02
3.756550564175725748e-01,5.886453245355467712e-02
3.454915028125262189e-01,5.961296271855915513e-02
3.159377236576610404e-01,6.000727660347608683e-02
2.871103542174636702e-01,6.001755830951308046e-02
2.591231629491422828e-01,5.961314403199784867e-02
2.320866025105015606e-01,5.876981928622403845e-02
2.061073738537634870e-01,5.757454218826318221e-02
1.812880051256551273e-01,5.604803637824184309e-02
1.577264470356556370e-01,5.417349959951489602e-02
1.355156862892941683e-01,5.193356833135545636e-02
1.147433786121053179e-01,4.930959502475429357e-02
9.549150281252632988e-02,4.628038968729873692e-02
7.783603724899246235e-02,4.281994078634224904e-02
6.184665997806820803e-02,3.889303251009483542e-02
4.758647376699021159e-02,3.454973271967316795e-02
3.511175705587427087e-02,3.004118167754020810e-02
2.447174185242317890e-02,2.538508249402952194e-02
1.570841943568446197e-02,2.058404403003736768e-02
8.856374635655639427e-03,1.564116850190316182e-02
3.942649342761062048e-03,1.056005487576646557e-02
9.866357858642205159e-04,5.344800363668352622e-03
0.000000000000000000e+00,0.000000000000000000e+00
9.866357858642205159e-04,-5.582507235849260702e-03
3.942649342761062048e-03,-1.096839745786695741e-02
8.856374635655639427e-03,-1.615320400433762835e-02
1.570841943568446197e-02,-2.113322064517397791e-02
2.447174185242317890e-02,-2.590549967272999521e-02
3.511175705587427087e-02,-3.046784704811054262e-02
4.758647376699021159e-02,-3.481881463840254265e-02
6.184665997806820803e-02,-3.892033768053670267e-02
7.783603724899246235e-02,-4.265594461713470564e-02
9.549150281252632988e-02,-4.602889290270330974e-02
1.147433786121053179e-01,-4.905041078183457193e-02
1.355156862892941683e-01,-5.173097528232292741e-02
1.577264470356556370e-01,-5.408101192582080718e-02
1.812880051256551273e-01,-5.611126318796341023e-02
2.061073738537634870e-01,-5.783298244011572664e-02
2.320866025105015606e-01,-5.915166418416831912e-02
2.591231629491422828e-01,-5.991471637065800410e-02
2.871103542174636702e-01,-6.019697054499753563e-02
3.159377236576610404e-01,-6.005989001009992556e-02
3.454915028125262189e-01,-5.955291608554852401e-02
3.756550564175725748e-01,-5.871787088987642789e-02
4.063093427071375885e-01,-5.759154266882164641e-02
4.373333832178478153e-01,-5.620727175837557377e-02
4.686047402353433200e-01,-5.459595410648145075e-02
4.999999999999999445e-01,-5.278668893928439854e-02
5.313952597646566245e-01,-5.080124795274297556e-02
5.626666167821521292e-01,-4.861048621070247766e-02
5.936906572928623005e-01,-4.623079449924348550e-02
6.243449435824273142e-01,-4.369321358375657938e-02
6.545084971874737256e-01,-4.102862347288988021e-02
6.840622763423389596e-01,-3.826759592730797493e-02
7.128896457825363298e-01,-3.544024987531049775e-02
7.408768370508576062e-01,-3.257611014922392328e-02
7.679133974894982728e-01,-2.970396998312523767e-02
7.938926261462364575e-01,-2.685175772711596506e-02
8.187119948743448727e-01,-2.404640823877746483e-02
8.422735529643443630e-01,-2.131373941058856830e-02
8.644843137107057762e-01,-1.867833428432286169e-02
8.852566213878945156e-01,-1.616342919091687952e-02
9.045084971874737256e-01,-1.379080833770950434e-02
9.221639627510075377e-01,-1.158070524498695797e-02
9.381533400219317365e-01,-9.551711410857279677e-03
9.524135262330097884e-01,-7.720692558068887462e-03
9.648882429441256736e-01,-6.102712788768707187e-03
9.755282581475768211e-01,-4.710966943674160974e-03
9.842915805643155380e-01,-3.556721430974303655e-03
9.911436253643444161e-01,-2.649263757677208526e-03
9.960573506572389935e-01,-1.995860962309624689e-03
9.990133642141357795e-01,-1.601727113084832352e-03
1.000000000000000000e+00,-1.469999999999999953e-03
