1.000000000000000000e+00,2.575000000000000000e+01,3.957170000000000222e-07,1.411009999999999980e-06,2.980030000000000266e-04,2.874919999999999912e-07,5.000000000000000000e+02,1.314133996597368892e+01,2.271842797437800127e-02,6.869824007835649837e-01,3.677849634937999795e-02,3.289111513218330174e-01,5.710648558606400138e-02,1.266757473327519978e-01,6.016577303292500178e-02,1.148653210858640028e-01,-5.701430026616800123e-02,2.858018524603749833e-01,-5.798260998878500272e-02,6.486043022143219705e-01,-3.489839551374999960e-02
1.000000000000000000e+00,2.575000000000000000e+01,4.442750000000000260e-07,1.619000000000000084e-06,3.062900000000000236e-04,3.008290000000000000e-07,5.000000000000000000e+02,1.401329199514693613e+01,2.271842797437800127e-02,6.869824007835649837e-01,3.009149701312899966e-02,3.289111513218330174e-01,5.710648558606400138e-02,1.266757473327519978e-01,6.016577303292500178e-02,9.398071725207099436e-02,-5.701430026616800123e-02,2.858018524603749833e-01,-5.798260998878500272e-02,7.927385915952830375e-01,-3.489839551374999960e-02
1.000000000000000000e+00,2.575000000000000000e+01,4.249969999999999774e-07,1.339990000000000023e-06,2.971299999999999961e-04,2.612130000000000243e-07,5.000000000000000000e+02,1.314383178418091092e+01,1.858780470630999951e-02,6.869824007835649837e-01,3.677849634937999795e-02,4.020025182822399845e-01,6.979681571630000358e-02,1.266757473327519978e-01,6.016577303292500178e-02,1.148653210858640028e-01,-4.664806385413799994e-02,3.493133752293480221e-01,-7.086763443073700042e-02,6.486043022143219705e-01,-3.489839551374999960e-02
1.000000000000000000e+00,2.575000000000000000e+01,4.196380000000000152e-07,1.532880000000000052e-06,3.063790000000000155e-04,2.963269999999999773e-07,5.000000000000000000e+02,1.318128305117454602e+01,2.271842797437800127e-02,6.869824007835649837e-01,3.009149701312899966e-02,4.020025182822399845e-01,6.979681571630000358e-02,1.266757473327519978e-01,6.016577303292500178e-02,9.398071725207099436e-02,-5.701430026616800123e-02,2.858018524603749833e-01,-5.798260998878500272e-02,6.486043022143219705e-01,-4.265359451680499764e-02
1.000000000000000000e+00,2.575000000000000000e+01,7.841410000000000069e-07,1.329750000000000059e-06,3.987320000000000035e-04,3.321630000000000078e-07,5.000000000000000000e+02,1.030538548178097003e+01,1.858780470630999951e-02,6.869824007835649837e-01,3.677849634937999795e-02,3.552612662315368652e-01,6.979681571630000358e-02,1.266757473327519978e-01,4.922654157239299971e-02,1.148653210858640028e-01,-5.701430026616800123e-02,2.858018524603749833e-01,-7.086763443073700042e-02,6.486043022143219705e-01,-3.489839551374999960e-02
1.000000000000000000e+00,2.575000000000000000e+01,7.841410000000000069e-07,1.329750000000000059e-06,3.987320000000000035e-04,3.321630000000000078e-07,5.000000000000000000e+02,1.030538548178097003e+01,2.271842797437800127e-02,6.869824007835649837e-01,3.009149701312899966e-02,4.020025182822399845e-01,6.979681571630000358e-02,1.266757473327519978e-01,6.016577303292500178e-02,9.398071725207099436e-02,-5.701430026616800123e-02,3.493133752293480221e-01,-7.086763443073700042e-02,7.927385915952830375e-01,-4.265359451680499764e-02
1.000000000000000000e+00,2.575000000000000000e+01,4.305649999999999912e-07,1.529209999999999967e-06,2.867829999999999815e-04,2.948480000000000208e-07,5.000000000000000000e+02,1.344473761429511072e+01,2.014353126287460327e-02,8.396451565132470041e-01,3.009149701312899966e-02,3.289111513218330174e-01,5.710648558606400138e-02,1.036437932722509975e-01,6.016577303292500178e-02,9.398071725207099436e-02,-5.701430026616800123e-02,2.858018524603749833e-01,-5.798260998878500272e-02,7.927385915952830375e-01,-3.489839551374999960e-02
1.000000000000000000e+00,2.575000000000000000e+01,4.174079999999999747e-07,1.482610000000000066e-06,2.774639999999999984e-04,2.810070000000000228e-07,5.000000000000000000e+02,1.591508090681084475e+01,1.858780470630999951e-02,6.869824007835649837e-01,3.677849634937999795e-02,3.289111513218330174e-01,5.710648558606400138e-02,1.266757473327519978e-01,4.922654157239299971e-02,1.148653210858640028e-01,-5.701430026616800123e-02,2.858018524603749833e-01,-5.798260998878500272e-02,7.317543625831604004e-01,-4.265359451680499764e-02
1.000000000000000000e+00,2.575000000000000000e+01,8.987520000000000264e-07,1.702210000000000047e-06,3.645119999999999957e-04,3.807809999999999737e-07,5.000000000000000000e+02,1.324265186178011611e+01,1.858780470630999951e-02,8.396451565132470041e-01,3.009149701312899966e-02,3.289111513218330174e-01,6.979681571630000358e-02,1.266757473327519978e-01,6.016577303292500178e-02,9.398071725207099436e-02,-4.664806385413799994e-02,3.493133752293480221e-01,-7.086763443073700042e-02,6.486043022143219705e-01,-4.265359451680499764e-02
1.000000000000000000e+00,2.575000000000000000e+01,3.597940000000000254e-07,1.511570000000000081e-06,2.838340000000000069e-04,2.924149999999999883e-07,5.000000000000000000e+02,1.516615215892825752e+01,1.858780470630999951e-02,6.869824007835649837e-01,3.009149701312899966e-02,3.289111513218330174e-01,5.710648558606400138e-02,1.266757473327519978e-01,4.922654157239299971e-02,9.398071725207099436e-02,-5.701430026616800123e-02,2.858018524603749833e-01,-5.798260998878500272e-02,6.486043022143219705e-01,-3.489839551374999960e-02
