episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,info/num_steps_trained,info/num_steps_sampled,info/num_weight_syncs,info/num_steps_replayed,perf/cpu_util_percent,perf/ram_util_percent,info/timing_breakdown/optimizer_step_time_ms,info/timing_breakdown/learner_grad_time_ms,info/timing_breakdown/learner_load_time_ms,info/timing_breakdown/learner_load_wait_time_ms,info/timing_breakdown/learner_dequeue_time_ms,info/learner_queue/size_count,info/learner_queue/size_mean,info/learner_queue/size_std,info/learner_queue/size_quantiles
13640.0,-36750.0,-634.375,4000.0,1,2000,False,68500,16,29,1cea942ee6e04492b797d596ced16778,2020-06-12_21-53-46,1591998826,12.209986209869385,362.97425961494446,60524,nid03830,10.236.16.110,362.97425961494446,68500,29,68500,68500,1370,0,0.6647058823529413,2.7,233.113,23.413,nan,nan,3025.37,137,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,-634.375,4000.0,0,2000,False,70500,16,30,1cea942ee6e04492b797d596ced16778,2020-06-12_21-53-58,1591998838,12.082199096679688,375.05645871162415,60524,nid03830,10.236.16.110,375.05645871162415,70500,30,70500,70500,1410,0,0.6529411764705884,2.7,222.552,23.051000000000002,nan,nan,3040.5480000000002,141,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,-634.375,4000.0,0,2000,False,72500,16,31,1cea942ee6e04492b797d596ced16778,2020-06-12_21-54-11,1591998851,12.288525342941284,387.34498405456543,60524,nid03830,10.236.16.110,387.34498405456543,72500,31,72500,72500,1450,0,0.6333333333333333,2.7,234.299,22.687,nan,nan,3049.2580000000003,145,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,-634.375,4000.0,0,2000,False,74500,16,32,1cea942ee6e04492b797d596ced16778,2020-06-12_21-54-23,1591998863,12.303136825561523,399.64812088012695,60524,nid03830,10.236.16.110,399.64812088012695,74500,32,74500,74500,1490,0,0.6705882352941176,2.7,223.041,22.853,nan,nan,3056.449,149,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,-634.375,4000.0,0,2000,False,76500,16,33,1cea942ee6e04492b797d596ced16778,2020-06-12_21-54-36,1591998876,12.397224426269531,412.0453453063965,60524,nid03830,10.236.16.110,412.0453453063965,76500,33,76500,76500,1530,0,0.6333333333333333,2.7,224.911,23.562,nan,nan,3070.776,153,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,879.4444444444445,4000.0,2,2000,False,78500,18,34,1cea942ee6e04492b797d596ced16778,2020-06-12_21-54-48,1591998888,12.585245132446289,424.6305904388428,60524,nid03830,10.236.16.110,424.6305904388428,78500,34,78500,78500,1570,0,0.6333333333333333,2.7,231.817,23.137,nan,nan,3102.044,157,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,1451.0526315789473,4000.0,1,2000,False,80500,19,35,1cea942ee6e04492b797d596ced16778,2020-06-12_21-55-02,1591998902,13.299150466918945,437.9297409057617,60524,nid03830,10.236.16.110,437.9297409057617,80500,35,80500,80500,1610,0,0.6368421052631579,2.7,286.184,24.884,nan,nan,3149.492,161,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,1451.0526315789473,4000.0,0,2000,False,82500,19,36,1cea942ee6e04492b797d596ced16778,2020-06-12_21-55-14,1591998914,12.781569004058838,450.71130990982056,60524,nid03830,10.236.16.110,450.71130990982056,82500,36,82500,82500,1650,0,0.6444444444444445,2.7,201.30100000000002,24.477,nan,nan,3214.2290000000003,165,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,2006.5,4000.0,1,2000,False,84500,20,37,1cea942ee6e04492b797d596ced16778,2020-06-12_21-55-27,1591998927,12.887935638427734,463.5992455482483,60524,nid03830,10.236.16.110,463.5992455482483,84500,37,84000,84500,1690,0,0.6277777777777778,2.7,227.291,23.296,nan,nan,3246.665,169,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
13640.0,-36750.0,2006.5,4000.0,0,2000,False,86500,20,38,1cea942ee6e04492b797d596ced16778,2020-06-12_21-55-40,1591998940,12.98218297958374,476.58142852783203,60524,nid03830,10.236.16.110,476.58142852783203,86500,38,86500,86500,1730,0,0.6888888888888889,2.7,221.583,23.243000000000002,nan,nan,3218.5170000000003,173,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
