-3.956,2.88E-03,2.02E-04
-1.804,2.85E-03,1.71E-04
-0.804,3.11E-03,3.11E-04
0.484,9.00E-05,1.40E-05
1.804,-1.10E-04,1.90E-05
2.804,-5.20E-04,1.09E-04
3.804,-1.02E-03,1.63E-04
4.804,-8.20E-04,1.23E-04
5.882,-2.20E-04,6.20E-05
7.09,4.50E-04,1.67E-04
7.978,1.02E-03,1.22E-04
9.196,1.18E-03,1.06E-04
11.196,1.54E-03,1.23E-04
13.196,1.73E-03,1.21E-04
16.196,1.91E-03,1.34E-04
20.196,2.02E-03,1.41E-04
24.136,2.04E-03,1.43E-04
28.13,2.05E-03,2.05E-04
32.196,2.12E-03,1.48E-04
35.994,2.30E-03,1.84E-04
