1.000000000000000000e+00,4.420000000000000284e+01,2.000000000000000000e+00,4.780000000000000000e+02,5.926690000000000002e-05,4.994599999999999648e-04,1.795900000000000014e-03,5.082950000000000394e-07,1.206070000000000059e-04,-5.432334697617058339e+00,2.000000000000000000e+00,6.378739271895028651e-06,6.378739271895028651e-06,6.378739271895028651e-06,2.534454692173389437e-05,-6.209633311583626514e-04,-1.522164049503842544e-03,-1.655963186050673662e-03,-9.946569227704939262e-04,-1.320439342270168825e-05,8.687305840287190073e-04,1.298347495799580037e-03,1.650604159834483066e-03,1.918181846997536267e-03,2.026457320799843458e-03,2.105377269028052729e-03,2.238586493505061344e-03,2.472243266938008860e-03,2.603932499433499539e-03,2.672636334436112853e-03,2.743142160950317373e-03
1.000000000000000000e+00,4.420000000000000284e+01,2.000000000000000111e-01,2.000000000000000000e+03,9.077999999999999264e-03,5.134729999999999850e-02,1.983530000000000015e-01,6.521369999999999533e-05,2.553549999999999917e-02,-1.219251647673624106e+01,2.000000000000000111e-01,1.466605899622663856e-04,1.466605899622663856e-04,1.466605899622663856e-04,2.849755453318022699e-03,-4.539604361448327033e-03,-2.139307771448355731e-03,2.781796035367116362e-03,3.058794062492806165e-03,6.291102836312239752e-03,-6.546776699189273997e-04,1.008892272257612020e-03,1.550981463338115592e-03,1.411692724998552710e-03,1.477291056575340700e-03,2.706618140648730120e-03,4.688940578559576931e-03,3.490287216582853552e-03,7.952053021846843938e-04,-1.512116943093442297e-04,-4.658871489655480472e-06
1.000000000000000000e+00,4.420000000000000284e+01,2.000000000000000111e-01,2.000000000000000000e+03,9.077999999999999264e-03,5.134729999999999850e-02,1.983530000000000015e-01,6.521369999999999533e-05,2.553549999999999917e-02,-1.219251647673624106e+01,2.000000000000000111e-01,1.466605899622663856e-04,1.466605899622663856e-04,1.466605899622663856e-04,2.849755453318022699e-03,-4.539604361448327033e-03,-2.139307771448355731e-03,2.781796035367116362e-03,3.058794062492806165e-03,6.291102836312239752e-03,-6.546776699189273997e-04,1.008892272257612020e-03,1.550981463338115592e-03,1.411692724998552710e-03,1.477291056575340700e-03,2.706618140648730120e-03,4.688940578559576931e-03,3.490287216582853552e-03,7.952053021846843938e-04,-1.512116943093442297e-04,-4.658871489655480472e-06
1.000000000000000000e+00,4.420000000000000284e+01,2.000000000000000111e-01,2.000000000000000000e+03,9.077999999999999264e-03,5.134729999999999850e-02,1.983530000000000015e-01,6.521369999999999533e-05,2.553549999999999917e-02,-1.219251647673624106e+01,2.000000000000000111e-01,1.466605899622663856e-04,1.466605899622663856e-04,1.466605899622663856e-04,2.849755453318022699e-03,-4.539604361448327033e-03,-2.139307771448355731e-03,2.781796035367116362e-03,3.058794062492806165e-03,6.291102836312239752e-03,-6.546776699189273997e-04,1.008892272257612020e-03,1.550981463338115592e-03,1.411692724998552710e-03,1.477291056575340700e-03,2.706618140648730120e-03,4.688940578559576931e-03,3.490287216582853552e-03,7.952053021846843938e-04,-1.512116943093442297e-04,-4.658871489655480472e-06
1.000000000000000000e+00,4.420000000000000284e+01,3.775434195995330811e-01,4.580000000000000000e+02,5.494350000000000004e-05,4.996220000000000218e-04,2.430369999999999839e-03,4.751319999999999958e-07,1.534410000000000103e-04,-5.434438483186193380e+00,3.775434195995330811e-01,5.532258001039735973e-06,5.532258001039735973e-06,5.532258001039735973e-06,2.713186071524912606e-05,-6.087224991343827144e-04,-1.539378823494585991e-03,-1.680602609111933208e-03,-9.657706002841201726e-04,1.008249542962364565e-04,1.024865669955466775e-03,1.438658509593630525e-03,1.744096015595635561e-03,1.929095930065543923e-03,1.986814640950543016e-03,2.028826320877777541e-03,2.137548729208708573e-03,2.360062892422258498e-03,2.500064840877166267e-03,2.570190952961389462e-03,2.635484385713269054e-03
1.000000000000000000e+00,4.420000000000000284e+01,2.000000000000000111e-01,2.000000000000000000e+03,9.077999999999999264e-03,5.134729999999999850e-02,1.983530000000000015e-01,6.521369999999999533e-05,2.553549999999999917e-02,-1.219251647673624106e+01,2.000000000000000111e-01,1.466605899622663856e-04,1.466605899622663856e-04,1.466605899622663856e-04,2.849755453318022699e-03,-4.539604361448327033e-03,-2.139307771448355731e-03,2.781796035367116362e-03,3.058794062492806165e-03,6.291102836312239752e-03,-6.546776699189273997e-04,1.008892272257612020e-03,1.550981463338115592e-03,1.411692724998552710e-03,1.477291056575340700e-03,2.706618140648730120e-03,4.688940578559576931e-03,3.490287216582853552e-03,7.952053021846843938e-04,-1.512116943093442297e-04,-4.658871489655480472e-06
1.000000000000000000e+00,4.420000000000000284e+01,2.000000000000000111e-01,2.000000000000000000e+03,9.077999999999999264e-03,5.134729999999999850e-02,1.983530000000000015e-01,6.521369999999999533e-05,2.553549999999999917e-02,-1.219251647673624106e+01,2.000000000000000111e-01,1.466605899622663856e-04,1.466605899622663856e-04,1.466605899622663856e-04,2.849755453318022699e-03,-4.539604361448327033e-03,-2.139307771448355731e-03,2.781796035367116362e-03,3.058794062492806165e-03,6.291102836312239752e-03,-6.546776699189273997e-04,1.008892272257612020e-03,1.550981463338115592e-03,1.411692724998552710e-03,1.477291056575340700e-03,2.706618140648730120e-03,4.688940578559576931e-03,3.490287216582853552e-03,7.952053021846843938e-04,-1.512116943093442297e-04,-4.658871489655480472e-06
1.000000000000000000e+00,4.420000000000000284e+01,2.000000000000000111e-01,2.000000000000000000e+03,9.077999999999999264e-03,5.134729999999999850e-02,1.983530000000000015e-01,6.521369999999999533e-05,2.553549999999999917e-02,-1.219251647673624106e+01,2.000000000000000111e-01,1.466605899622663856e-04,1.466605899622663856e-04,1.466605899622663856e-04,2.849755453318022699e-03,-4.539604361448327033e-03,-2.139307771448355731e-03,2.781796035367116362e-03,3.058794062492806165e-03,6.291102836312239752e-03,-6.546776699189273997e-04,1.008892272257612020e-03,1.550981463338115592e-03,1.411692724998552710e-03,1.477291056575340700e-03,2.706618140648730120e-03,4.688940578559576931e-03,3.490287216582853552e-03,7.952053021846843938e-04,-1.512116943093442297e-04,-4.658871489655480472e-06
1.000000000000000000e+00,4.420000000000000284e+01,2.000000000000000111e-01,2.000000000000000000e+03,9.077999999999999264e-03,5.134729999999999850e-02,1.983530000000000015e-01,6.521369999999999533e-05,2.553549999999999917e-02,-1.219251647673624106e+01,2.000000000000000111e-01,1.466605899622663856e-04,1.466605899622663856e-04,1.466605899622663856e-04,2.849755453318022699e-03,-4.539604361448327033e-03,-2.139307771448355731e-03,2.781796035367116362e-03,3.058794062492806165e-03,6.291102836312239752e-03,-6.546776699189273997e-04,1.008892272257612020e-03,1.550981463338115592e-03,1.411692724998552710e-03,1.477291056575340700e-03,2.706618140648730120e-03,4.688940578559576931e-03,3.490287216582853552e-03,7.952053021846843938e-04,-1.512116943093442297e-04,-4.658871489655480472e-06
1.000000000000000000e+00,4.420000000000000284e+01,3.056895434856414795e-01,5.430000000000000000e+02,5.491529999999999919e-05,4.972719999999999918e-04,3.149229999999999825e-03,4.923749999999999869e-07,1.360900000000000065e-04,-5.246381133192911328e+00,3.056895434856414795e-01,4.947462002746760845e-06,4.947462002746760845e-06,4.947462002746760845e-06,2.101827225272716565e-05,-4.812889451801889620e-04,-1.231433271272778206e-03,-1.522150644583478065e-03,-1.212279833575706208e-03,-4.439006798806921115e-04,4.459478528592200185e-04,9.375834177226922365e-04,1.361672821556447407e-03,1.689265433295947857e-03,1.833808209034682281e-03,1.919843061628242076e-03,2.020944293578052706e-03,2.228530488420076786e-03,2.389805080063370918e-03,2.479665213030937763e-03,2.554269263228171102e-03
